Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
Pocky & Rocky with Becky,Game Boy Advance,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,Normal,18,7.647058823529412,10,Consola Obsoleta,39.99,120.0,2001,6.828877005347594,Multijugador,0,0.33325,Adulto,Medio,pocky rocky with becky,0,No saga,Recesion
Full Spectrum Warrior: Ten Hammers,PlayStation 2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,Normal,18,7.028571428571429,15,Consola Obsoleta,49.99,399.0,2000,23.675675675675677,Multijugador,6,0.12528822055137845,Adulto,Largo,full spectrum warrior ten hammers,1,Saga,Crecimiento
Streets of Rage 3,Sega Genesis,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,Normal,3,7.098562160023079,27,Consola Obsoleta,49.99,199.0,1988,11.369853454291695,Multijugador,5,0.25120603015075377,Infantil,Medio,streets of rage,1,Saga,Crecimiento
Chocolatier,Nintendo DS,2010,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,chocolatier,0,No saga,Crecimiento
Cosmos Chaos!,Nintendo DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,cosmos chaos,0,No saga,Crecimiento
Lego Star Wars: The Force Awakens,Nintendo 3DS,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.07,Normal,12,7.3,199,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,5,0.15996000000000002,Adolescente,Medio,lego star wars the force awakens,1,Saga,Crecimiento
12-Sai. Honto no Kimochi,Nintendo 3DS,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,Normal,16,7.077777777777778,25,Consola Secundaria,39.99,250.0,2011,17.146198830409357,Individual,3,0.15996000000000002,Adulto,Medio,sai honto no kimochi,0,No saga,Crecimiento
"Warhammer 40,000: Squad Command",Nintendo DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,Normal,16,8.1,25,Consola Obsoleta,39.99,149.0,2004,18.0,Multijugador,3,0.26838926174496647,Adulto,Medio,warhammer squad command,1,Saga,Crecimiento
Hasbro Family Game Night Fun Pack,Xbox 360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,Normal,16,6.562962962962962,20,Consola Obsoleta,59.99,299.0,2005,2.6051502145922747,Multijugador,6,0.20063545150501672,Adulto,Corto,hasbro family game night fun pack,1,Saga,Crecimiento
Pro Yaky? Spirits 4,PlayStation 3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Normal,3,6.4672268907563035,40,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,1,0.10015025041736228,Infantil,Corto,pro yaky spirits,1,Saga,Crecimiento
Speed Racer,PlayStation,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,Normal,3,8.6,8,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,2,0.16719063545150503,Infantil,Medio,speed racer,0,No saga,Crecimiento
NHL Hitz Pro,Xbox,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,Normal,3,6.7026315789473685,9,Consola Obsoleta,59.99,299.0,2001,1.2902584493041749,Multijugador,2,0.20063545150501672,Infantil,Corto,nhl hitz pro,1,Saga,Crecimiento
Walt Disney Pictures Presents Enchanted,Nintendo DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07,Normal,3,7.31860465116279,39,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,3,0.26838926174496647,Infantil,Medio,walt disney pictures presents enchanted,0,No saga,Crecimiento
Cardfight!! Vanguard: Lock On Victory!!,Nintendo 3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,Normal,12,7.3,53,Consola Secundaria,39.99,250.0,2011,2.6051502145922747,Multijugador,3,0.15996000000000002,Adolescente,Corto,cardfight vanguard lock on victory,0,No saga,Crecimiento
Jewel Quest IV: Heritage,Nintendo DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,Normal,3,6.9581395348837205,14,Consola Obsoleta,39.99,149.0,2004,10.0,Individual,7,0.26838926174496647,Infantil,Medio,jewel quest heritage,0,No saga,Crecimiento
Atelier Meruru: Alchemist of Arland 3,PlayStation Vita,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,Normal,16,7.671794871794871,87,Consola Secundaria,49.99,249.0,2011,32.212765957446805,Individual,2,0.20076305220883536,Adulto,Largo,atelier meruru alchemist of arland,1,Saga,Crecimiento
Hot Wheels: Burnin' Rubber,Game Boy Advance,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,Normal,3,6.725925925925925,28,Consola Obsoleta,39.99,120.0,2001,5.527093596059113,Multijugador,0,0.33325,Infantil,Medio,hot wheels burnin rubber,0,No saga,Recesion
Ojyousama Express,PlayStation,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,Normal,16,8.525,72,Consola Obsoleta,49.99,299.0,1994,23.675675675675677,Multijugador,4,0.16719063545150503,Adulto,Largo,ojyousama express,1,Saga,Crecimiento
Chrysler Classic Racing,Nintendo Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,Normal,3,6.5520000000000005,16,Consola Obsoleta,49.99,249.0,2006,6.0,Multijugador,2,0.20076305220883536,Infantil,Medio,chrysler classic racing,1,Saga,Recesion
Wings of War,Xbox,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,Normal,16,8.0,20,Consola Obsoleta,59.99,299.0,2001,8.617886178861788,Individual,3,0.20063545150501672,Adulto,Medio,wings of war,0,No saga,Crecimiento
Jam Sessions 2,Nintendo DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,Normal,12,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,5,0.26838926174496647,Adolescente,Corto,jam sessions,0,No saga,Recesion
Orcs & Elves,Nintendo DS,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,Normal,16,7.5,10,Consola Obsoleta,39.99,149.0,2004,25.0,Individual,3,0.26838926174496647,Adulto,Largo,orcs elves,0,No saga,Crecimiento
187: Ride or Die,Xbox,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,Normal,3,7.079661016949152,16,Consola Obsoleta,59.99,299.0,2001,5.527093596059113,Multijugador,4,0.20063545150501672,Infantil,Medio,ride or die,1,Saga,Crecimiento
RPG Maker 3,PlayStation 2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,Normal,12,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,4,0.12528822055137845,Adolescente,Largo,rpg maker,1,Saga,Crecimiento
Zatch Bell! Mamodo Battles,GameCube,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,Normal,16,6.5,6,Consola Obsoleta,49.99,199.0,2001,2.925531914893617,Multijugador,4,0.25120603015075377,Adulto,Corto,zatch bell mamodo battles,1,Saga,Crecimiento
Motion Explosion!,Xbox 360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,Normal,16,6.562962962962962,20,Consola Obsoleta,59.99,299.0,2005,2.6051502145922747,Multijugador,6,0.20063545150501672,Adulto,Corto,motion explosion,0,No saga,Crecimiento
Genkai Tokki Monster Monpiece,PlayStation Vita,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,Normal,16,6.966666666666666,93,Consola Secundaria,49.99,249.0,2011,23.675675675675677,Multijugador,2,0.20076305220883536,Adulto,Largo,genkai tokki monster monpiece,0,No saga,Crecimiento
Desert Strike Advance,Game Boy Advance,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,Normal,3,8.16,9,Consola Obsoleta,39.99,120.0,2001,8.617886178861788,Individual,1,0.33325,Infantil,Medio,desert strike advance,0,No saga,Crecimiento
Kabuki Warriors,Xbox,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,Normal,18,1.7,6,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,0,0.20063545150501672,Adulto,Medio,kabuki warriors,0,No saga,Recesion
Gradius Collection,PlayStation Portable,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,Normal,3,8.3,22,Consola Obsoleta,39.99,249.0,2004,6.828877005347594,Multijugador,2,0.1606024096385542,Infantil,Medio,gradius collection,0,No saga,Crecimiento
Disney's Chicken Little: Ace In Action,Nintendo DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,Normal,3,6.885,21,Consola Obsoleta,39.99,149.0,2004,6.0,Multijugador,2,0.26838926174496647,Infantil,Medio,disneys chicken little ace in action,0,No saga,Crecimiento
IL-2 Sturmovik: Birds of Prey,Nintendo DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,Normal,16,7.2,11,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,5,0.26838926174496647,Adulto,Corto,il sturmovik birds of prey,1,Saga,Recesion
Discworld,PlayStation,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,Normal,3,7.1,11,Consola Obsoleta,49.99,299.0,1994,17.146198830409357,Individual,0,0.16719063545150503,Infantil,Medio,discworld,0,No saga,Crecimiento
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,Normal,12,7.0,139,Consola Activa,49.99,230.0,1980,11.369853454291695,Multijugador,34,0.21734782608695652,Adolescente,Medio,the lego movie videogame,1,Saga,Crecimiento
Escape from Bug Island,Nintendo Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,Normal,18,5.3,6,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,0,0.20076305220883536,Adulto,Medio,escape from bug island,0,No saga,Crecimiento
World Poker Tour,Xbox,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,Normal,3,6.945454545454546,9,Consola Obsoleta,59.99,299.0,2001,2.6051502145922747,Multijugador,4,0.20063545150501672,Infantil,Corto,world poker tour,1,Saga,Crecimiento
Pirates: The Legend of Black Kat,Xbox,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Normal,16,7.6,9,Consola Obsoleta,59.99,299.0,2001,17.146198830409357,Individual,1,0.20063545150501672,Adulto,Medio,pirates the legend of black kat,1,Saga,Crecimiento
Elite Forces: Unit 77,Nintendo DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,Normal,16,7.439130434782609,23,Consola Obsoleta,39.99,149.0,2004,18.0,Multijugador,5,0.26838926174496647,Adulto,Medio,elite forces unit,0,No saga,Recesion
July,Dream Cast,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,Normal,16,8.533333333333333,177,Consola Obsoleta,49.99,240.0,1998,17.146198830409357,Individual,0,0.20829166666666668,Adulto,Medio,july,0,No saga,Crecimiento
ESPN Winter X-Games: Snowboarding 2002,Game Boy Advance,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,Normal,3,7.203125000000001,22,Consola Obsoleta,39.99,120.0,2001,1.2902584493041749,Multijugador,-1,0.33325,Infantil,Corto,espn winter games snowboarding,1,Saga,Crecimiento
Bleach: Versus Crusade,Nintendo Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,Normal,16,7.390476190476191,35,Consola Obsoleta,49.99,249.0,2006,4.0,Multijugador,2,0.20076305220883536,Adulto,Corto,bleach versus crusade,0,No saga,Recesion
Kanon,Dream Cast,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,Normal,16,8.533333333333333,177,Consola Obsoleta,49.99,240.0,1998,17.146198830409357,Individual,2,0.20829166666666668,Adulto,Medio,kanon,0,No saga,Crecimiento
NanoBreaker,PlayStation 2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,Normal,18,6.9,11,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,5,0.12528822055137845,Adulto,Medio,nanobreaker,0,No saga,Crecimiento
Bionicle,Xbox,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,Normal,3,6.1,31,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,2,0.20063545150501672,Infantil,Medio,bionicle,1,Saga,Crecimiento
My Pet Shop,Nintendo DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,Normal,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,4,0.26838926174496647,Infantil,Corto,my pet shop,1,Saga,Recesion
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PlayStation 2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Normal,16,7.736363636363636,14,Consola Obsoleta,49.99,399.0,2000,8.617886178861788,Individual,0,0.12528822055137845,Adulto,Medio,guitar freaks rdmix drummania ndmix,0,No saga,Crecimiento
Miami Vice: The Game,PlayStation Portable,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,Normal,16,7.14074074074074,28,Consola Obsoleta,39.99,249.0,2004,6.828877005347594,Multijugador,2,0.1606024096385542,Adulto,Medio,miami vice the game,0,No saga,Crecimiento
Santa Claus Is Comin' to Town!,Nintendo Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,Normal,3,6.5,12,Consola Obsoleta,49.99,249.0,2006,5.0,Individual,5,0.20076305220883536,Infantil,Corto,santa claus is comin to town,1,Saga,Crecimiento
BMX XXX,GameCube,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,Normal,18,5.1,7,Consola Obsoleta,49.99,199.0,2001,1.2902584493041749,Multijugador,1,0.25120603015075377,Adulto,Corto,bmx,1,Saga,Crecimiento
Broken Sword 5: The Serpent's Curse,PlayStation 4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06,Normal,16,7.9,178,Consola Activa,69.99,399.0,2013,17.146198830409357,Individual,2,0.17541353383458647,Adulto,Medio,broken sword the serpents curse,1,Saga,Crecimiento
Disney's Magical Quest 2 Starring Mickey and Minnie,Game Boy Advance,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,Normal,3,7.0982758620689665,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,2,0.33325,Infantil,Medio,disneys magical quest starring mickey and minnie,1,Saga,Crecimiento
Aggressive Inline,Xbox,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,Normal,16,6.6,12,Consola Obsoleta,59.99,299.0,2001,1.2902584493041749,Multijugador,1,0.20063545150501672,Adulto,Corto,aggressive inline,1,Saga,Crecimiento
Western Riding Academy,Nintendo DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,Normal,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,6,0.26838926174496647,Infantil,Corto,western riding academy,0,No saga,Crecimiento
My Pet Chimp,Nintendo DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,Normal,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,6,0.26838926174496647,Infantil,Corto,my pet chimp,0,No saga,Crecimiento
Frogger: Helmet Chaos,Nintendo DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,Normal,3,7.31860465116279,39,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,1,0.26838926174496647,Infantil,Medio,frogger helmet chaos,1,Saga,Crecimiento
Ikki Tousen: Xross Impact,PlayStation Portable,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Normal,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,6,0.1606024096385542,Adulto,Medio,ikki tousen xross impact,0,No saga,Crecimiento
Bullet Girls,PlayStation Vita,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,Normal,16,7.372727272727273,102,Consola Secundaria,49.99,249.0,2011,11.369853454291695,Multijugador,3,0.20076305220883536,Adulto,Medio,bullet girls,1,Saga,Crecimiento
Paws & Claws: Marine Rescue,Nintendo DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,Normal,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,7,0.26838926174496647,Infantil,Corto,paws claws marine rescue,0,No saga,Crecimiento
Super Mahjong 2: Honkaku 4Jin Uchi,Super Nintendo Entertainment System,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,Normal,3,7.098562160023079,27,Consola Obsoleta,59.99,299.0,1990,2.6051502145922747,Multijugador,3,0.20063545150501672,Infantil,Corto,super mahjong honkaku jin uchi,0,No saga,Crecimiento
XGRA: Extreme G Racing Association,PlayStation 2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,Normal,16,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,3,0.12528822055137845,Adulto,Medio,xgra extreme g racing association,1,Saga,Crecimiento
Cabela's Trophy Bucks,Nintendo Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,Normal,3,6.757971014492753,24,Consola Obsoleta,49.99,249.0,2006,1.0,Multijugador,2,0.20076305220883536,Infantil,Corto,cabelas trophy bucks,1,Saga,Recesion
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,Nintendo DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Normal,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,3,0.26838926174496647,Adolescente,Medio,mitsukete keroro gunsou machigai sagashi daisakusen de arimasu,0,No saga,Crecimiento
Pop'n Music Portable 2,PlayStation Portable,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,Normal,3,7.405000000000001,18,Consola Obsoleta,39.99,249.0,2004,2.6051502145922747,Multijugador,7,0.1606024096385542,Infantil,Corto,popn music portable,1,Saga,Crecimiento
Fist of the North Star: Ken's Rage 2,Xbox 360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,Normal,18,7.2,23,Consola Obsoleta,59.99,299.0,2005,2.925531914893617,Multijugador,7,0.20063545150501672,Adulto,Corto,fist of the north star kens rage,1,Saga,Crecimiento
Smart Boy's Toys Club,Nintendo DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,4,0.26838926174496647,Infantil,Corto,smart boys toys club,0,No saga,Recesion
Ys vs. Sora no Kiseki: Alternative Saga,PlayStation Portable,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,Normal,16,6.989999999999999,40,Consola Obsoleta,39.99,249.0,2004,2.925531914893617,Multijugador,6,0.1606024096385542,Adulto,Corto,ys vs sora no kiseki alternative saga,0,No saga,Crecimiento
Naruto: Ultimate Ninja Heroes (JP sales),PlayStation Portable,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,Normal,16,6.989999999999999,40,Consola Obsoleta,39.99,249.0,2004,2.925531914893617,Multijugador,2,0.1606024096385542,Adulto,Corto,naruto ninja heroes,1,Saga,Crecimiento
Max & the Magic Marker,Nintendo DS,2011,Platform,Unknown,0.0,0.06,0.0,0.0,0.06,Normal,3,4.4,5,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,7,0.26838926174496647,Infantil,Medio,max the magic marker,1,Saga,Crecimiento
Legend of the Dragon,Nintendo Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,Normal,16,7.390476190476191,35,Consola Obsoleta,49.99,249.0,2006,4.0,Multijugador,1,0.20076305220883536,Adulto,Corto,legend of the dragon,1,Saga,Crecimiento
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Nintendo DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,Normal,16,7.254838709677419,25,Consola Obsoleta,39.99,149.0,2004,15.0,Individual,4,0.26838926174496647,Adulto,Medio,akagawa jirou mystery yasoukyoku hon ni manekareta satsujin,0,No saga,Recesion
Ray Tracers,PlayStation,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,Normal,3,7.1071428571428585,18,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,3,0.16719063545150503,Infantil,Medio,ray tracers,0,No saga,Crecimiento
Monster Madness: Grave Danger,PlayStation 3,2008,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,Normal,18,6.703278688524589,150,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,2,0.10015025041736228,Adulto,Medio,monster madness grave danger,0,No saga,Recesion
Sprung - A Game Where Everyone Scores,Nintendo DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,Normal,16,7.254838709677419,25,Consola Obsoleta,39.99,149.0,2004,15.0,Individual,0,0.26838926174496647,Adulto,Medio,sprung a game where everyone scores,0,No saga,Crecimiento
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PlayStation 2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,Normal,16,7.0638297872340425,11,Consola Obsoleta,49.99,399.0,2000,2.6051502145922747,Multijugador,9,0.12528822055137845,Adulto,Corto,hisshou pachinkopachi slot kouryaku series vol cr shinseiki evangelion saigo no mono,0,No saga,Recesion
Nicola Kanshuu: Model * Oshare Audition,Nintendo DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,nicola kanshuu model oshare audition,1,Saga,Crecimiento
Rugby 15,PlayStation Vita,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,Normal,3,6.711111111111112,189,Consola Secundaria,49.99,249.0,2011,1.2902584493041749,Multijugador,4,0.20076305220883536,Infantil,Corto,rugby,1,Saga,Crecimiento
Kururin Paradise,Game Boy Advance,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,Normal,3,7.625,9,Consola Obsoleta,39.99,120.0,2001,8.777049180327868,Individual,1,0.33325,Infantil,Medio,kururin paradise,0,No saga,Crecimiento
Kiniro no Corda 2,PlayStation 2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Normal,16,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,7,0.12528822055137845,Adulto,Largo,kiniro no corda,1,Saga,Crecimiento
Fast Food Panic,Nintendo Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,Normal,3,7.1909090909090905,16,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,3,0.20076305220883536,Infantil,Medio,fast food panic,1,Saga,Recesion
Samurai Warriors Chronicles 3,PlayStation Vita,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,Normal,16,7.2,19,Consola Secundaria,49.99,249.0,2011,11.369853454291695,Multijugador,3,0.20076305220883536,Adulto,Medio,samurai warriors chronicles,1,Saga,Crecimiento
Dynasty Warriors Vs,Nintendo 3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,Normal,12,6.864062500000001,88,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,1,0.15996000000000002,Adolescente,Medio,dynasty warriors vs,0,No saga,Crecimiento
Another Code R: A Journey into Lost Memories,Nintendo Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,Normal,16,6.626315789473684,15,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,3,0.20076305220883536,Adulto,Medio,another code r a journey into lost memories,0,No saga,Recesion
Gallop Racer 2004,PlayStation 2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,4,0.12528822055137845,Infantil,Corto,gallop racer,1,Saga,Crecimiento
Rayman: Hoodlum's Revenge,Game Boy Advance,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,Normal,3,5.8,12,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,4,0.33325,Infantil,Medio,rayman hoodlums revenge,0,No saga,Crecimiento
