Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
Crash Bandicoot 2: Cortex Strikes Back,PlayStation,1997,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,Muy Alta,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,3,0.16719063545150503,Infantil,Medio,crash bandicoot cortex strikes back,0,No saga,Crecimiento
Super Mario Bros. 2,Nintendo Entertainment System,1988,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,Muy Alta,3,7.833333333333333,42,Consola Obsoleta,49.99,199.0,1983,3.0,Individual,5,0.25120603015075377,Infantil,Corto,super mario bros,1,Saga,Crecimiento
Super Smash Bros. for Wii U and 3DS,Nintendo 3DS,2014,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45,Muy Alta,16,6.699999999999999,38,Consola Secundaria,39.99,250.0,2011,2.925531914893617,Multijugador,3,0.15996000000000002,Adulto,Corto,super smash bros for wii u and ds,1,Saga,Crecimiento
Call of Duty: World at War,Xbox 360,2008,Shooter,Activision,4.79,1.9,0.0,0.69,7.37,Muy Alta,18,7.8,606,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,3,0.20063545150501672,Adulto,Medio,call of duty world at war,1,Saga,Recesion
Battlefield 3,Xbox 360,2011,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34,Muy Alta,18,7.7,5742,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,6,0.20063545150501672,Adulto,Medio,battlefield,1,Saga,Crecimiento
The Legend of Zelda: Twilight Princess,Nintendo Wii,2006,Action,Nintendo,3.83,2.19,0.6,0.7,7.31,Muy Alta,16,8.9,1815,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,0,0.20076305220883536,Adulto,Medio,the legend of zelda twilight princess,1,Saga,Crecimiento
Call of Duty: Black Ops 3,Xbox One,2015,Shooter,Activision,4.52,2.09,0.01,0.67,7.3,Muy Alta,18,6.6,1649,Consola Activa,69.99,499.0,2013,6.0,Multijugador,2,0.14026052104208417,Adulto,Medio,call of duty black ops,1,Saga,Crecimiento
Just Dance,Nintendo Wii,2009,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27,Muy Alta,12,6.2,30,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,3,0.20076305220883536,Adolescente,Corto,just dance,1,Saga,Recesion
Battlefield 3,PlayStation 3,2011,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23,Muy Alta,18,7.7,5742,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,5,0.10015025041736228,Adulto,Medio,battlefield,1,Saga,Crecimiento
Need for Speed Underground,PlayStation 2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,Muy Alta,3,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,3,0.12528822055137845,Infantil,Medio,need for speed underground,1,Saga,Crecimiento
Tekken 3,PlayStation,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,Muy Alta,16,9.0,959,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,4,0.16719063545150503,Adulto,Corto,tekken,1,Saga,Crecimiento
Crash Bandicoot 3: Warped,PlayStation,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,Muy Alta,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,4,0.16719063545150503,Infantil,Medio,crash bandicoot warped,0,No saga,Crecimiento
Super Smash Bros. Melee,GameCube,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,Muy Alta,16,9.0,928,Consola Obsoleta,49.99,199.0,2001,2.925531914893617,Multijugador,0,0.25120603015075377,Adulto,Corto,super smash bros melee,0,No saga,Recesion
Mario Kart 8,Nintendo Wii U,2014,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96,Muy Alta,3,8.7,2054,Consola Obsoleta,59.99,299.0,2012,6.0,Multijugador,2,0.20063545150501672,Infantil,Medio,mario kart,1,Saga,Crecimiento
Fallout 4,PlayStation 4,2015,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,Muy Alta,18,6.8,6405,Consola Activa,69.99,399.0,2013,50.0,Individual,2,0.17541353383458647,Adulto,Largo,fallout,1,Saga,Crecimiento
Mario Kart: Double Dash!!,GameCube,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,Muy Alta,3,8.7,477,Consola Obsoleta,49.99,199.0,2001,5.527093596059113,Multijugador,2,0.25120603015075377,Infantil,Medio,mario kart double dash,0,No saga,Crecimiento
Just Dance 4,Nintendo Wii,2012,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91,Muy Alta,12,7.7,38,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,6,0.20076305220883536,Adolescente,Corto,just dance,1,Saga,Crecimiento
FIFA 14,PlayStation 3,2013,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,Muy Alta,3,4.6,497,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,7,0.10015025041736228,Infantil,Corto,fifa,1,Saga,Crecimiento
Need for Speed Underground 2,PlayStation 2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,Muy Alta,3,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,4,0.12528822055137845,Infantil,Medio,need for speed underground,1,Saga,Crecimiento
Medal of Honor: Frontline,PlayStation 2,2002,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,Muy Alta,16,8.3,170,Consola Obsoleta,49.99,399.0,2000,6.828877005347594,Multijugador,2,0.12528822055137845,Adulto,Medio,medal of honor frontline,1,Saga,Crecimiento
Uncharted 3: Drake's Deception,PlayStation 3,2011,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,Muy Alta,16,8.4,5642,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,5,0.10015025041736228,Adulto,Medio,uncharted drakes deception,0,No saga,Crecimiento
Crash Bandicoot,PlayStation,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,Muy Alta,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,2,0.16719063545150503,Infantil,Medio,crash bandicoot,0,No saga,Crecimiento
Zumba Fitness,Nintendo Wii,2010,Sports,505 Games,3.5,2.64,0.0,0.67,6.81,Muy Alta,3,6.757971014492753,24,Consola Obsoleta,49.99,249.0,2006,1.0,Multijugador,4,0.20076305220883536,Infantil,Corto,zumba fitness,1,Saga,Crecimiento
Gears of War 2,Xbox 360,2008,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,Muy Alta,18,8.4,1617,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,3,0.20063545150501672,Adulto,Medio,gears of war,1,Saga,Recesion
Uncharted 2: Among Thieves,PlayStation 3,2009,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,Muy Alta,16,8.8,6648,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,3,0.10015025041736228,Adulto,Medio,uncharted among thieves,0,No saga,Recesion
Call of Duty 4: Modern Warfare,PlayStation 3,2007,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,Muy Alta,18,8.5,1452,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,1,0.10015025041736228,Adulto,Medio,call of duty modern warfare,1,Saga,Crecimiento
FIFA 12,PlayStation 3,2011,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,Muy Alta,3,6.4672268907563035,40,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,5,0.10015025041736228,Infantil,Corto,fifa,1,Saga,Crecimiento
Big Brain Academy,Nintendo DS,2005,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,Muy Alta,3,6.8,11,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,1,0.26838926174496647,Infantil,Corto,big brain academy,0,No saga,Crecimiento
Red Dead Redemption,PlayStation 3,2010,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,Muy Alta,18,9.0,3055,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,4,0.10015025041736228,Adulto,Medio,red dead redemption,1,Saga,Crecimiento
FIFA 15,PlayStation 4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59,Muy Alta,3,5.7,1135,Consola Activa,69.99,399.0,2013,1.0,Multijugador,1,0.17541353383458647,Infantil,Corto,fifa,1,Saga,Crecimiento
Donkey Kong Country Returns,Nintendo Wii,2010,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,Muy Alta,3,8.6,562,Consola Obsoleta,49.99,249.0,2006,10.0,Individual,4,0.20076305220883536,Infantil,Medio,donkey kong country returns,1,Saga,Crecimiento
The Elder Scrolls V: Skyrim,PlayStation 3,2011,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,Muy Alta,18,8.6,5079,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,5,0.10015025041736228,Adulto,Largo,the elder scrolls skyrim,1,Saga,Crecimiento
The Legend of Zelda,Nintendo Entertainment System,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,Muy Alta,3,8.3,127,Consola Obsoleta,49.99,199.0,1983,2.0,Multijugador,3,0.25120603015075377,Infantil,Corto,the legend of zelda,0,No saga,Crecimiento
Assassin's Creed III,PlayStation 3,2012,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,Muy Alta,18,6.9,1588,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,6,0.10015025041736228,Adulto,Medio,assassins creed,1,Saga,Crecimiento
Halo: Combat Evolved,Xbox,2001,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,Muy Alta,18,8.7,2907,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,0,0.20063545150501672,Adulto,Medio,halo combat evolved,1,Saga,Recesion
Pokémon Emerald Version,Game Boy Advance,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,Muy Alta,3,7.9750000000000005,23,Consola Obsoleta,39.99,120.0,2001,32.212765957446805,Individual,3,0.33325,Infantil,Largo,pokmon emerald version,0,No saga,Crecimiento
Kingdom Hearts,PlayStation 2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,Muy Alta,3,8.7,1184,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,2,0.12528822055137845,Infantil,Largo,kingdom hearts,1,Saga,Crecimiento
Pokémon Crystal Version,Game Boy,2000,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,Muy Alta,3,7.098562160023079,27,Consola Obsoleta,39.99,113.5,1989,20.0,Individual,11,0.35233480176211457,Infantil,Medio,pokmon crystal version,0,No saga,Crecimiento
Halo 3: ODST,Xbox 360,2009,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,Muy Alta,18,7.9,1147,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,4,0.20063545150501672,Adulto,Medio,halo odst,0,No saga,Recesion
Red Dead Redemption,Xbox 360,2010,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,Muy Alta,18,9.0,3055,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,5,0.20063545150501672,Adulto,Medio,red dead redemption,1,Saga,Crecimiento
Super Mario Sunshine,GameCube,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,Muy Alta,3,8.4,1057,Consola Obsoleta,49.99,199.0,2001,6.502242152466367,Individual,1,0.25120603015075377,Infantil,Medio,super mario sunshine,0,No saga,Crecimiento
Street Fighter II: The World Warrior,Super Nintendo Entertainment System,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,Muy Alta,16,7.033333333333334,81,Consola Obsoleta,59.99,299.0,1990,2.925531914893617,Multijugador,2,0.20063545150501672,Adulto,Corto,street fighter the world warrior,0,No saga,Recesion
World of Warcraft,PC,2004,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,Muy Alta,16,7.5,3153,Consola Activa,49.99,230.0,1980,32.212765957446805,Individual,24,0.21734782608695652,Adulto,Largo,world of warcraft,0,No saga,Crecimiento
Driver,PlayStation,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,Muy Alta,16,8.0,175,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,5,0.16719063545150503,Adulto,Medio,driver,1,Saga,Crecimiento
Kinect Sports,Xbox 360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,Muy Alta,12,7.7,128,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,5,0.20063545150501672,Adolescente,Corto,kinect sports,0,No saga,Crecimiento
Gears of War 3,Xbox 360,2011,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,Muy Alta,18,8.2,2111,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,6,0.20063545150501672,Adulto,Medio,gears of war,1,Saga,Crecimiento
Gears of War,Xbox 360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,Muy Alta,18,8.3,1827,Consola Obsoleta,59.99,299.0,2005,6.828877005347594,Multijugador,1,0.20063545150501672,Adulto,Medio,gears of war,1,Saga,Crecimiento
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,Muy Alta,18,8.9,1750,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,1,0.12528822055137845,Adulto,Medio,metal gear solid sons of liberty,0,No saga,Recesion
Sonic the Hedgehog 2,Sega Genesis,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,Muy Alta,3,8.2,44,Consola Obsoleta,49.99,199.0,1988,6.502242152466367,Individual,4,0.25120603015075377,Infantil,Medio,sonic the hedgehog,1,Saga,Recesion
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,Muy Alta,18,8.7,2552,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,2,0.10015025041736228,Adulto,Medio,metal gear solid guns of the patriots,0,No saga,Recesion
Metal Gear Solid,PlayStation,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,Muy Alta,18,8.4,2182,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,4,0.16719063545150503,Adulto,Medio,metal gear solid,1,Saga,Crecimiento
The Last of Us,PlayStation 3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,Muy Alta,18,9.2,14920,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,7,0.10015025041736228,Adulto,Medio,the last of us,1,Saga,Crecimiento
Final Fantasy XII,PlayStation 2,2006,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,Muy Alta,16,7.6,1280,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,6,0.12528822055137845,Adulto,Largo,final fantasy,1,Saga,Crecimiento
LittleBigPlanet,PlayStation 3,2008,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,Muy Alta,3,8.1,1414,Consola Obsoleta,59.99,599.0,2006,6.502242152466367,Individual,2,0.10015025041736228,Infantil,Medio,littlebigplanet,1,Saga,Recesion
Dragon Quest IX: Sentinels of the Starry Skies,Nintendo DS,2009,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,Muy Alta,12,8.5,252,Consola Obsoleta,39.99,149.0,2004,25.0,Individual,5,0.26838926174496647,Adolescente,Largo,dragon quest sentinels of the starry skies,0,No saga,Recesion
LEGO Star Wars: The Complete Saga,Nintendo Wii,2007,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,Muy Alta,12,8.4,284,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,1,0.20076305220883536,Adolescente,Medio,lego star wars the saga,1,Saga,Crecimiento
Resident Evil 2,PlayStation,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,Muy Alta,18,8.9,5338,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,4,0.16719063545150503,Adulto,Medio,resident evil,1,Saga,Crecimiento
Tekken 2,PlayStation,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,Muy Alta,16,8.2,233,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,2,0.16719063545150503,Adulto,Corto,tekken,1,Saga,Crecimiento
Cooking Mama,Nintendo DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,Muy Alta,3,7.3,27,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,2,0.26838926174496647,Infantil,Corto,cooking mama,0,No saga,Crecimiento
Destiny,PlayStation 4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,Muy Alta,16,6.1,5646,Consola Activa,69.99,399.0,2013,8.0,Multijugador,1,0.17541353383458647,Adulto,Medio,destiny,1,Saga,Crecimiento
Tetris,Nintendo Entertainment System,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,Muy Alta,3,6.925000000000001,9,Consola Obsoleta,49.99,199.0,1983,3.0,Individual,5,0.25120603015075377,Infantil,Corto,tetris,1,Saga,Crecimiento
Assassin's Creed II,PlayStation 3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,Muy Alta,18,8.8,2024,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,3,0.10015025041736228,Adulto,Medio,assassins creed,1,Saga,Recesion
Super Smash Bros.,Nintendo 64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,Muy Alta,3,8.6,476,Consola Obsoleta,59.99,210.0,1996,2.925531914893617,Multijugador,3,0.2856666666666667,Infantil,Corto,super smash bros,0,No saga,Crecimiento
Assassin's Creed,Xbox 360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,Muy Alta,18,7.4,1205,Consola Obsoleta,59.99,299.0,2005,17.146198830409357,Individual,2,0.20063545150501672,Adulto,Medio,assassins creed,1,Saga,Crecimiento
Batman: Arkham City,PlayStation 3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,Muy Alta,16,8.8,2419,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,5,0.10015025041736228,Adulto,Medio,batman arkham city,1,Saga,Crecimiento
Forza Motorsport 3,Xbox 360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,Muy Alta,3,8.2,447,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,4,0.20063545150501672,Infantil,Medio,forza motorsport,1,Saga,Recesion
Monster Hunter Freedom Unite,PlayStation Portable,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,Muy Alta,16,8.3,147,Consola Obsoleta,39.99,249.0,2004,32.212765957446805,Individual,4,0.1606024096385542,Adulto,Largo,monster hunter freedom unite,0,No saga,Recesion
Super Mario Advance,Game Boy Advance,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,Muy Alta,3,8.3,118,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,0,0.33325,Infantil,Medio,super mario advance,0,No saga,Recesion
Mario Kart: Super Circuit,Game Boy Advance,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,Muy Alta,3,7.9,298,Consola Obsoleta,39.99,120.0,2001,5.527093596059113,Multijugador,0,0.33325,Infantil,Medio,mario kart super circuit,0,No saga,Recesion
Super Mario World,Game Boy Advance,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,Muy Alta,3,7.364285714285714,19,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,0,0.33325,Infantil,Medio,super mario world,1,Saga,Recesion
Pokemon Stadium,Nintendo 64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,Muy Alta,16,6.8,39,Consola Obsoleta,59.99,210.0,1996,23.675675675675677,Multijugador,3,0.2856666666666667,Adulto,Largo,pokemon stadium,0,No saga,Crecimiento
Call of Duty: World at War,PlayStation 3,2008,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,Muy Alta,18,7.8,606,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,2,0.10015025041736228,Adulto,Medio,call of duty world at war,1,Saga,Recesion
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,Muy Alta,3,7.4,328,Consola Obsoleta,49.99,399.0,2000,6.502242152466367,Individual,1,0.12528822055137845,Infantil,Medio,crash bandicoot the wrath of cortex,1,Saga,Recesion
Minecraft,PlayStation 3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,Muy Alta,12,7.9,1119,Consola Obsoleta,59.99,599.0,2006,2.6051502145922747,Multijugador,8,0.10015025041736228,Adolescente,Corto,minecraft,1,Saga,Crecimiento
Final Fantasy XIII,PlayStation 3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,Muy Alta,16,6.1,1835,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,3,0.10015025041736228,Adulto,Largo,final fantasy,1,Saga,Recesion
Dr. Mario,Game Boy,1989,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,Muy Alta,3,8.4,9,Consola Obsoleta,39.99,113.5,1989,8.777049180327868,Individual,0,0.35233480176211457,Infantil,Medio,dr mario,1,Saga,Crecimiento
Pokemon Pinball,Game Boy,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,Muy Alta,3,7.098562160023079,27,Consola Obsoleta,39.99,113.5,1989,2.6051502145922747,Multijugador,10,0.35233480176211457,Infantil,Corto,pokemon pinball,0,No saga,Crecimiento
Assassin's Creed III,Xbox 360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,Muy Alta,18,6.9,1588,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,7,0.20063545150501672,Adulto,Medio,assassins creed,1,Saga,Crecimiento
Final Fantasy IX,PlayStation,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,Muy Alta,16,9.0,1570,Consola Obsoleta,49.99,299.0,1994,32.212765957446805,Individual,6,0.16719063545150503,Adulto,Largo,final fantasy,1,Saga,Crecimiento
Final Fantasy X-2,PlayStation 2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,Muy Alta,16,7.3,515,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,3,0.12528822055137845,Adulto,Largo,final fantasy,1,Saga,Crecimiento
Donkey Kong 64,Nintendo 64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,Muy Alta,3,8.6,323,Consola Obsoleta,59.99,210.0,1996,6.502242152466367,Individual,3,0.2856666666666667,Infantil,Medio,donkey kong,1,Saga,Crecimiento
Assassin's Creed II,Xbox 360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,Muy Alta,18,8.8,2024,Consola Obsoleta,59.99,299.0,2005,11.369853454291695,Multijugador,4,0.20063545150501672,Adulto,Medio,assassins creed,1,Saga,Recesion
Professor Layton and the Curious Village,Nintendo DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,Muy Alta,3,8.3,209,Consola Obsoleta,39.99,149.0,2004,10.0,Individual,3,0.26838926174496647,Infantil,Medio,professor layton and the curious village,0,No saga,Crecimiento
Tomb Raider II,PlayStation,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,Muy Alta,16,8.4,25,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,3,0.16719063545150503,Adulto,Medio,tomb raider,1,Saga,Crecimiento
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,Muy Alta,16,8.7,322,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,4,0.12528822055137845,Adulto,Largo,dragon quest journey of the cursed king,1,Saga,Crecimiento
Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,Muy Alta,18,4.2,10293,Consola Activa,49.99,230.0,1980,32.212765957446805,Individual,32,0.21734782608695652,Adulto,Largo,diablo,1,Saga,Crecimiento
Super Mario Bros. 3,Game Boy Advance,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,Muy Alta,3,7.364285714285714,19,Consola Obsoleta,39.99,120.0,2001,6.502242152466367,Individual,2,0.33325,Infantil,Medio,super mario bros,1,Saga,Crecimiento
New Super Mario Bros. U,Nintendo Wii U,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,Muy Alta,3,8.0,1000,Consola Obsoleta,59.99,299.0,2012,9.0,Individual,0,0.20063545150501672,Infantil,Medio,new super mario bros u,0,No saga,Crecimiento
Super Mario Land 3: Wario Land,Game Boy,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,Muy Alta,3,8.033333333333333,88,Consola Obsoleta,39.99,113.5,1989,1.5,Individual,5,0.35233480176211457,Infantil,Corto,super mario land wario land,0,No saga,Crecimiento
