Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
Wolfenstein,8/18/2009,Raven Software,Activision,FPS,Rated M For Mature,8.3,134,"[{'Platform': 'Xbox 360', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 41 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 58 Critic Reviews'}]"
Egg Mania: Eggstreme Madness,9/12/2002,Kemco,Kemco,Action Puzzle,Rated E For Everyone,,,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
EVE: Valkyrie,10/13/2016,CCP,Sony Interactive Entertainment,Space Combat Sim,Rated T For Teen,7,64,"[{'Platform': 'PC', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 29 Critic Reviews'}]"
High on Life,12/13/2022,Squanch Games,Squanch Games,FPS,Rated M For Mature,7.9,785,"[{'Platform': 'Xbox Series X', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 52 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 36 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'PlayStation 5', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Picross e3,10/3/2013,Jupiter Corporation,Jupiter Corporation,Logic Puzzle,Rated E For Everyone,7.4,8,"[{'Platform': '3DS', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Dragon Ball Z: Budokai Tenkaichi,10/18/2005,Spike,Atari SA,3D Fighting,Rated T For Teen,7.7,58,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 29 Critic Reviews'}]"
You Are Empty,6/1/2007,Digital Spray Studios,1C Entertainment,FPS,Rated M For Mature,6.2,60,"[{'Platform': 'PC', 'Platform Metascore': '34', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
FIFA Soccer 09,10/13/2008,EA Canada,EA Sports,Soccer Sim,Rated E For Everyone,7.4,53,"[{'Platform': 'Xbox 360', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 51 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 42 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Dream of Pixels,11/15/2012,Dawn of Play,Dawn of Play,Puzzle,,6.8,9,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Advent Rising,5/31/2005,GlyphX Games,Majesco,Action Adventure,Rated T For Teen,8,9,"[{'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 50 Critic Reviews'}]"
Quake III: Team Arena,12/18/2000,id Software,Activision,FPS,Rated M For Mature,7.2,72,"[{'Platform': 'PC', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
Elite: Dangerous,12/16/2014,Frontier Developments,Frontier Developments,Space Sim,Rated T For Teen,6.7,1938,"[{'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 55 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 30 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}]"
Goodbye Deponia,10/17/2013,Daedalic Entertainment,Daedalic Entertainment,Point-and-Click,,7.9,248,"[{'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Rogue Sky (2011),8/18/2011,Chillingo,Chillingo,Adventure,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
The Walking Dead: A Telltale Games Series - Game of the Year Edition,8/20/2013,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,7.9,190,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Dragon Ball Z: Attack of the Saiyans,11/10/2009,Monolith Soft,Namco Bandai Games,JRPG,Rated E +10 For Everyone +10,8,42,"[{'Platform': 'DS', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
Jack Lumber,8/16/2012,Owlchemy Labs,Sega,Arcade,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
BASS Strike,9/26/2001,THQ,THQ,Fishing,Rated E For Everyone,,,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Tamarin,9/10/2020,Chameleon Games,Chameleon Games,3D Platformer,Rated E +10 For Everyone +10,6.6,15,"[{'Platform': 'PC', 'Platform Metascore': '35', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '40', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Myst V: End of Ages,9/19/2005,Cyan Worlds,Ubisoft,First-Person Adventure,Rated E For Everyone,6.9,42,"[{'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Touchgrind BMX,5/26/2011,Illusion Labs,Illusion Labs,Biking,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Hunter's Legacy,7/19/2016,Lienzo,Lienzo,Metroidvania,,,,"[{'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Ford Mustang: The Legend Lives,4/20/2005,Eutechnyx,2K Games,Auto Racing,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Moto Racer 4,1/24/2017,Artefacts Studio,Anuman Interactive,Arcade Racing,Rated E For Everyone,4.8,16,"[{'Platform': 'PC', 'Platform Metascore': '47', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '49', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Pac-Man World 3,11/15/2005,Blitz Games,Namco,3D Platformer,Rated E For Everyone,6.1,15,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '44', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Daymare: 1998,4/28/2020,Invader Studios,Invader Studios,Survival,Rated M For Mature,6.9,123,"[{'Platform': 'PC', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '53', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}]"
The Revenge of Shinobi,11/19/2002,3d6 Games,THQ,2D Platformer,Rated E For Everyone,,,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '51', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Gun Metal,7/30/2002,Rage Software,Majesco,Third Person Shooter,Rated T For Teen,5.8,6,"[{'Platform': 'Xbox', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}]"
Ride to Hell: Retribution,6/25/2013,Eutechnyx,Deep Silver,Action Adventure,Rated M For Mature,1.3,453,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '13', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '16', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '19', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Massive Assault Network,4/13/2004,Wargaming.net,Wargaming.net,Turn-Based Strategy,,4.6,5,"[{'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Syberia,9/1/2002,Microids,The Adventure Company,Third-Person Adventure,Rated T For Teen,8.5,379,"[{'Platform': 'DS', 'Platform Metascore': '52', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '50', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Chantelise: A Tale of Two Sisters,7/29/2011,EasyGameStation,Carpe Fulgur,Action RPG,,6.8,36,"[{'Platform': 'PC', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Nine Parchments,12/5/2017,"Frozenbyte, Inc.","Frozenbyte, Inc.",Action RPG,Rated E +10 For Everyone +10,7,56,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Yu-Gi-Oh! The Sacred Cards,11/4/2003,Konami,Konami,Card Battle,Rated E For Everyone,7.1,22,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Mario Kart 7,12/4/2011,Retro Studios,Nintendo,Auto Racing,Rated E For Everyone,8.2,985,"[{'Platform': '3DS', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 73 Critic Reviews'}]"
Game Party 2,10/6/2008,Midway,Midway,Party,Rated E For Everyone,6.1,8,"[{'Platform': 'Wii', 'Platform Metascore': '29', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Destructopus: Total Rampage!,5/3/2011,GlitchSoft,GlitchSoft,Action,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Bud Spencer & Terence Hill - Slaps And Beans,4/20/2018,Trinity Team,Buddy Productions GmbH,2D Beat-'Em-Up,,,,"[{'Platform': 'PC', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Phoenix Wright: Ace Attorney,10/12/2005,Capcom,Capcom,Visual Novel,Rated T For Teen,9,353,"[{'Platform': 'DS', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 53 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Odyssey: The Search for Ulysses,1/2/2001,In Utero,DreamCatcher Interactive,Adventure,Rated E For Everyone,6.6,5,"[{'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Battle of the Bulge,12/13/2012,,,Turn-Based Strategy,,6.8,17,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Whirlwind Over Vietnam,4/13/2007,G5 Software,Evolved Games,Aircraft Combat Sim,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '49', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Naruto Shippuden: Naruto vs. Sasuke,11/12/2010,Takara Tomy,Tomy Corporation,2D Beat-'Em-Up,Rated E +10 For Everyone +10,6.7,6,"[{'Platform': 'DS', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Control,8/27/2019,Remedy Entertainment,505 Games,Action Adventure,Rated M For Mature,7.4,2775,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 70 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 36 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 33 Critic Reviews'}]"
Zombie Panic in Wonderland,5/3/2010,Akaoni Studio,Akaoni Studio,Third Person Shooter,Rated T For Teen,8.6,5,"[{'Platform': 'Wii', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': '3DS', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Prison Architect,10/6/2015,Introversion,Introversion,Tycoon,Rated M For Mature,8.2,313,"[{'Platform': 'PC', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 37 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Jack Move,9/8/2022,So Romantic,HypeTrain Digital,JRPG,,7.7,12,"[{'Platform': 'PC', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Fallen Legion: Rise to Glory,5/29/2018,YummyYummyTummy,NIS America,Action RPG,Rated E +10 For Everyone +10,6.5,11,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Fallout 2,10/29/1998,Black Isle Studios,Interplay,Western RPG,Rated M For Mature,9.1,1633,"[{'Platform': 'PC', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Vengeful Guardian: Moonrider,1/12/2023,JoyMasher,The Arcade Crew,2D Platformer,,6.6,14,"[{'Platform': 'PlayStation 5', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Hell Yeah! Wrath of the Dead Rabbit,9/26/2012,Arkedo Studio,Sega,2D Platformer,Rated T For Teen,8.4,30,"[{'Platform': 'Xbox 360', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Angry Birds Stella,9/3/2014,Rovio Entertainment,Rovio Entertainment,Action Puzzle,,6.2,19,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Yu Yu Hakusho - Ghost Files: Spirit Detective,12/2/2003,Sensory Sweep,Atari SA,Linear Action Adventure,Rated T For Teen,6.2,9,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '33', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Resident Evil 5,3/13/2009,Capcom,Capcom,Survival,Rated M For Mature,7.4,664,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 76 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 91 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 30 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Call of the Wild: The Angler,8/31/2022,Expansive Worlds,Expansive Worlds,Fishing,Rated E For Everyone,4.4,10,"[{'Platform': 'PC', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Persona Q2: New Cinema Labyrinth,6/4/2019,Atlus,Atlus,JRPG,Rated M For Mature,7.7,83,"[{'Platform': '3DS', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 37 Critic Reviews'}]"
Bit.Trip Void,11/23/2009,Gaijin Games,Aksys Games,Rhythm,Rated E For Everyone,,,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Wii', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Ancient Space,9/23/2014,CreativeForge Games,Paradox Interactive,Turn-Based Strategy,,7.6,56,"[{'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}]"
RollerCoaster Tycoon: Gold Edition,3/25/2003,Frontier Developments,Infogrames,Tycoon,Rated E For Everyone,7.5,,"[{'Platform': 'Xbox', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Blitzkrieg II: Fall of the Reich,2/22/2007,Nival Interactive,cdv Software,Real-Time Tactics,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Skylar & Plux: Adventure on Clover Island,5/19/2017,Right Nice Games,Grip Games,3D Platformer,Rated E For Everyone,6,8,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Teenage Mutant Ninja Turtles: Smash-Up,9/22/2009,Game Arts,Ubisoft,2D Fighting,Rated E +10 For Everyone +10,7.7,20,"[{'Platform': 'PlayStation 2', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Wii', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}]"
The Falconeer,11/10/2020,Tomas Sala,Wired Productions,Aircraft Combat Sim,Rated T For Teen,5,63,"[{'Platform': 'PC', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}]"
HROT,5/16/2023,Spytihnev,Spytihnev,FPS,,8.5,13,"[{'Platform': 'PC', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Activision Anthology,11/19/2002,Contraband Entertainment,Activision,Compilation,Rated E For Everyone,7.3,7,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Mario + Rabbids: Kingdom Battle,8/29/2017,Ubisoft Paris,Ubisoft,Turn-Based Tactics,Rated E +10 For Everyone +10,8.3,1384,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 111 Critic Reviews'}]"
Dream Pinball 3D,4/22/2008,TopWare Interactive,SouthPeak Games,Pinball,Rated E +10 For Everyone +10,,,"[{'Platform': 'PC', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '54', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Galactic Wrestling: Featuring Ultimate Muscle,6/30/2004,Aki Corp.,Bandai,Wrestling,Rated T For Teen,,,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Pokemon Stadium 2,3/28/2001,HAL Labs,Nintendo,Strategy,Rated E For Everyone,8.3,154,"[{'Platform': 'Nintendo 64', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Gemini Rue: Verschworung auf Barracus,2/24/2011,Joshua Nuernberger,Wadjet Eye Games,Point-and-Click,,8.3,226,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}]"
Magic Pengel: The Quest for Color,6/26/2003,Taito Corporation,Agetec,JRPG,Rated E For Everyone,7.3,7,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}]"
Trivial Pursuit Unhinged,3/24/2004,Artech Studios,Atari SA,Board,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '51', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
NCAA March Madness 2004,11/17/2003,NuFX,Electronic Arts,Basketball Sim,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Kamiko,4/27/2017,Skipmore,Flyhigh Works,Action Adventure,Rated E For Everyone,7.5,109,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Rapala Pro Fishing,8/31/2004,FUN Labs,Activision Value,Fishing,Rated E For Everyone,,,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
